91.28,109.55,0.18
FRENCH,2.1784703e-05,2,4.087186303939962e-05
ENGLISH,2.1784703e-05,2,4.087186303939962e-05
BOUNDARY CONDITIONS,2.1536522e-05,2,4.0406232645403375e-05
B.1.1,2.1476855e-05,2,4.029428705440901e-05
B.1.2,2.1463531e-05,2,4.026928893058161e-05
TIMING,2.1443828e-05,6,0.00012069696810506565
MANY,2.142849e-05,12,0.00024122127579737332
LISTS,2.1188891e-05,6,0.00011926205065666041
NETWORK INFRASTRUCTURE,2.1173126e-05,2,3.972443902439024e-05
ANOTHER,2.1160542e-05,14,0.0002779058048780488
LIST,2.112134e-05,27,0.0005349682739212009
COMBINATIONS,2.1116091e-05,4,7.923486303939964e-05
SOUP ANOMALY LISTS,2.1073032e-05,2,3.9536645403377107e-05
ANOMALY LIST,2.1072756e-05,2,3.953612757973734e-05
GLOBAL HARMONIZATION TASK FORCE,2.1063122e-05,0,0.0
PROJECT,2.1058799e-05,10,0.00019754970919324578
BASIS,2.1033156e-05,6,0.00011838549343339587
REDLINE,2.0766009e-05,2,3.8960617260787994e-05
ISSUES,2.0612304e-05,5,9.668060037523452e-05
FILES,2.0458721e-05,4,7.676818386491557e-05
SYSTEM SECURITY,2.0314767e-05,2,3.811400938086304e-05
CATEGORY,2.0182157e-05,8,0.00015146084052532834
HUMAN ERRORS,1.9857998e-05,1,1.862851594746717e-05
SWITZERLAND,1.961441e-05,3,5.5200028142589116e-05
GENEVA 20 SWITZERLAND,1.9513762e-05,2,3.661118574108818e-05
@IEC.CH WWW.IEC.CH,1.9493953e-05,2,3.6574020637898684e-05
PROTECTION,1.9378038e-05,9,0.00016360444840525328
NETWORK PROTOCOLS,1.9375491e-05,2,3.635176547842401e-05
HANDLING,1.9375491e-05,13,0.0002362864756097561
MEMORY OVERFLOWS,1.9344277e-05,2,3.6293202626641655e-05
FAULT HANDLING,1.9343961e-05,2,3.629260975609756e-05
PRINCIPLES,1.9327284e-05,6,0.00010878396247654783
CSC@IEC.CH,1.9280185e-05,1,1.8086477485928708e-05
PATCH NUMBER,1.927356e-05,0,0.0
PAS,1.8927189e-05,2,3.5510673545966224e-05
ISO/IEC JTC 1,1.8878403e-05,2,3.54191425891182e-05
SC 7,1.8878403e-05,2,3.54191425891182e-05
FEES,1.8749653e-05,2,3.5177585365853654e-05
CORRECTNESS ADEQUACY,1.8310708e-05,2,3.4354048780487804e-05
ADEQUACY,1.8291064e-05,10,0.00017158596622889304
PLACE,1.8275783e-05,27,0.0004628950666041276
DISCOVERY,1.8218072e-05,6,0.00010254074296435272
RIGOR,1.8216038e-05,8,0.00013670572607879926
RIGOUR,1.8215635e-05,2,3.417567542213884e-05
WATERFALL,1.8206525e-05,8,0.0001366343339587242
BUILDS,1.8205363e-05,7,0.00011954741181988744
EXPERIENCE,1.8196462e-05,4,6.827940712945592e-05
HUMAN ATTENTION,1.7951163e-05,2,3.3679480300187616e-05
RETESTING,1.7704058e-05,2,3.321586866791745e-05
IMPROVEMENT,1.7638326e-05,6,9.927763227016886e-05
ESTABLISHMENT,1.7278227e-05,4,6.483387242026267e-05
CHOICE,1.7209366e-05,4,6.457548217636022e-05
RESOURCE ALLOCATION,1.7134384e-05,2,3.214706191369606e-05
CONTROL FLOW,1.7134384e-05,2,3.214706191369606e-05
ISOLATION,1.7134102e-05,8,0.00012858613133208256
REPEATABILITY,1.71137e-05,7,0.00011237889305816134
MISUSE,1.7085209e-05,9,0.00014424660506566606
IEC CENTRAL OFFICE 3,1.7070643e-05,1,1.6013736397748594e-05
VAREMBÉ CH,1.7070643e-05,1,1.6013736397748594e-05
STAGES,1.7069231e-05,2,3.202482363977486e-05
HISTORY,1.7065315e-05,8,0.00012806990619136958
SECTION,1.704749e-05,6,9.595210131332083e-05
CAPABILITIES,1.7039016e-05,5,7.992033771106943e-05
IEC CATALOGUE,1.6983045e-05,1,1.593156191369606e-05
PHOTOCOPYING,1.6969754e-05,1,1.5919093808630393e-05
IPAD,1.694986e-05,1,1.5900431519699812e-05
MAC OS,1.694986e-05,0,0.0
ANDROID,1.694986e-05,1,1.5900431519699812e-05
IEC TC,1.6873326e-05,0,0.0
CISPR,1.6873326e-05,1,1.5828636022514073e-05
SOFTWARE TOOLS,1.683517e-05,4,6.317136960600374e-05
ICS,1.6806582e-05,3,4.729807317073171e-05
ISBN,1.6801443e-05,1,1.5761203564727954e-05
CODE LANGUAGE,1.6512653e-05,2,3.0980587242026265e-05
SPECIFICATION LANGUAGE,1.6500699e-05,2,3.095815947467167e-05
RETEST,1.6465716e-05,5,7.723131332082552e-05
CORRUPTION,1.645186e-05,2,3.086652908067543e-05
RE-RELEASE,1.643734e-05,4,6.1678574108818e-05
SUPPLIER,1.6433434e-05,2,3.083195872420263e-05
CORRECTION,1.6399432e-05,2,3.076816510318949e-05
E.G.,1.5800135e-05,29,0.0004298348170731707
AUTHENTICATION,1.5798638e-05,2,2.964097185741088e-05
AUTHORIZATION,1.5798638e-05,2,2.964097185741088e-05
AUDIT TRAIL,1.5798638e-05,3,4.446145778611632e-05
OTHERS,1.5797745e-05,5,7.409824108818011e-05
SITE,1.5796855e-05,8,0.00011855050656660414
SITES,1.5796855e-05,2,2.9637626641651036e-05
SELF-DIAGNOSTICS,1.5771113e-05,2,2.9589330206378988e-05
VALUE,1.5692e-05,6,8.832270168855536e-05
CONVENIENCE,1.5691305e-05,4,5.8879193245778615e-05
MEMORY SIZE,1.5016729e-05,2,2.8173975609756098e-05
WARNINGS,1.5015589e-05,5,7.04295919324578e-05
SIZE,1.5002432e-05,6,8.444145590994372e-05
VARIABLES,1.4988899e-05,4,5.6243523452157606e-05
ENTITIES,1.49354555e-05,1,1.4010746247654784e-05
SETTINGS,1.414953e-05,4,5.309392120075046e-05
ENVIRONMENT SETTINGS,1.4148964e-05,2,2.6545898686679172e-05
AVOIDANCE,1.4147276e-05,4,5.308546341463415e-05
PLATFORM,1.4140949e-05,4,5.3061722326454034e-05
LIMITS,1.4139603e-05,4,5.3056671669793624e-05
DEFAULTS,1.4139603e-05,2,2.6528335834896812e-05
MESSAGES,1.4139067e-05,5,6.631832551594747e-05
ALARMS,1.4139067e-05,5,6.631832551594747e-05
AMBIGUITY,1.4131735e-05,2,2.651357410881801e-05
DISPLAY,1.4126677e-05,3,3.9756126641651034e-05
INITIALISATION,1.4113935e-05,2,2.648017823639775e-05
OUTCOMES,1.4103137e-05,2,2.645991932457786e-05
UTILIZATION,1.4094825e-05,4,5.2888649155722326e-05
REPLICATION,1.408909e-05,2,2.643356472795497e-05
MEDIA LABELLING,1.4088687e-05,2,2.6432808630394e-05
STORAGE,1.4088687e-05,4,5.2865617260788e-05
PATCHES,1.4085696e-05,2,2.6427196998123827e-05
MINIMUM,1.4073107e-05,12,0.00015842146716697937
OUTCOME,1.405394e-05,4,5.273523452157598e-05
REST,1.4035758e-05,20,0.0002633350469043152
FRONT,1.4035312e-05,5,6.583166979362101e-05
EVOLUTIONARY,1.4035312e-05,5,6.583166979362101e-05
SPEED,1.3124103e-05,2,2.462308255159475e-05
PREPLANNED,1.2899154e-05,2,2.420103939962476e-05
CLAIM,1.2806748e-05,4,4.805533958724203e-05
NOTE 2 SEE CLAUSE 8,1.2536838e-05,0,0.0
NOTE SEE CLAUSE 9,1.2497063e-05,0,0.0
TIME ZONE,1.19472015e-05,2,2.2415012195121955e-05
MALWARE,1.1946069e-05,2,2.241288742964353e-05
FIT,1.1944946e-05,6,6.723234146341463e-05
UNAVAILABILITY,1.19444985e-05,2,2.2409940900562854e-05
INPUT STIMULI,1.1915937e-05,2,2.235635459662289e-05
LONGER,1.190475e-05,2,2.2335365853658538e-05
BUG FIXES,1.19012e-05,2,2.2328705440900563e-05
OBSOLESCENCE,1.19012e-05,2,2.2328705440900563e-05
MODIFICATION KIT,1.189339e-05,1,1.115702626641651e-05
BELIEF,1.1868756e-05,2,2.226783489681051e-05
START,1.185528e-05,2,2.2242551594746717e-05
PRINTER/PLOTTER,1.1853572e-05,2,2.2239347091932454e-05
MENUS,1.0429294e-05,1,9.783577861163228e-06
IEC TR 80002-1,7.0714686e-06,0,0.0
SOFTWARE ARCHITECTURE SUBDIVIDE,7.0611213e-06,1,6.623941181988743e-06
LIBRARIES,6.9734706e-06,2,1.3083434521575986e-05
